UWI,"Depth subsea, m","MD, m_x","Elev above sea, m","BHT, C",Formation,"Synthetic Temp, C","Static Temp, C","Depth, m","True Temp, C",source,label,"KB Elev, m","TVD, m","MD, m_y","DST BHT, C"
100072706626W500,2770.3,3562.5,792.2,78.6,Dgilwood,114.87,,,114.87,synthetic,train,792.2,,3441.5,87.0
100072805217W500,2787.6500000000005,3724.3500000000004,936.7,164.44,Delk_pt,,,,,,test,936.7,,3724.35,164.44
100072907222W500,1713.8000000000002,2434.3,720.5,68.89,Dnisku,85.62,,,85.62,synthetic,train,720.5,,2434.3,68.89
100073005022W400,237.69999999999993,1003.4,765.7,40.0,Kvik_ss,43.12,,,43.12,synthetic,train,765.7,,1104.75,
100073008009W500,1109.3,1761.5,652.2,45.0,preCamb,66.65,,,66.65,synthetic,train,652.2,,1761.5,45.0
100073207810W500,1104.75,1758.25,653.5,48.89,Dslave_pt,65.58,,,65.58,synthetic,train,653.5,982.9,982.95,
100073306319W500,965.8999999999999,1758.6999999999998,792.8,65.56,Kbluesky,69.18,,,69.18,synthetic,train,792.8,,1758.6999999999998,65.56
100073405315W500,1423.4,2327.5,904.1,85.5,Jnordegg,84.47,,,84.47,synthetic,train,904.1,,2246.0,
100073506014W500,658.6500000000001,1445.65,787.0,41.11,Kmannvl,58.27,,,58.27,synthetic,train,787.0,,1445.65,41.11
100073606118W500,2221.65,3102.25,880.6,91.11,Dswan_hl,105.45,,,105.45,synthetic,train,880.6,,3102.25,91.11
100080903909W500,2428.6499999999996,3582.95,1154.3,91.67,Dwabamun,,,,,,test,,,,
100080907321W500,466.79999999999995,1128.5,661.7,42.6,Kgething,51.95,,,51.95,synthetic,train,661.7,,1128.5,42.6
100081504804W500,730.9499999999999,1588.35,857.4,54.44,Kvik_ss,61.93,60.0,,60.0,static,train,857.4,,722.8499999999999,
100081805214W500,1181.3,2142.0,960.7,55.9,Kvik_ss,76.67,,,76.67,synthetic,train,960.7,,2142.0,55.9
100082003821W400,1102.2,1910.5,808.3,65.56,Dcook_lk,71.95,,,71.95,synthetic,train,808.3,,1382.6,
100082304316W400,327.6,1056.0,728.4,36.0,Kellrslie,46.33,,,46.33,synthetic,train,728.4,,1010.0,36.0
100082304316W500,1622.8000000000004,2901.1000000000004,1278.3,19.0,Kblkstn,,,,,,not assigned,,,,
100083005205W500,771.6,1576.0,804.4,43.0,Kglauc_ss,62.68,,,62.68,synthetic,train,804.4,,1576.0,43.0
100083303122W400,1335.8,2175.1,839.3,67.2,Dbvrhl_lk,,,,,,test,839.3,,2175.1,67.2
100083305512W500,804.7499999999999,1677.35,872.6,51.11,Kvik_ss,62.33,,,62.33,synthetic,train,872.6,,1677.35,51.11
100083403425W400,40.799999999999955,984.5,943.7,34.0,Kpakowki,,,,,,test,943.7,,984.5,34.0
100090107716W500,-233.64999999999998,474.75,708.4,26.67,Kpaddy,24.83,,,24.83,synthetic,train,708.4,,348.25,28.89
100090605211W500,695.9999999999999,1636.6,940.6,56.11,Kcard_ss,,,,,,test,940.6,,1636.6,56.11
100091703425W400,810.3500000000001,1720.15,909.8,65.56,Mbanff,67.2,,,67.2,synthetic,train,909.8,1502.0,1502.1,
100091804909W500,722.1,1649.0,926.9,29.7,Kcard_ss,58.32,,,58.32,synthetic,train,,,,
100092206315W500,802.3499999999999,1754.55,952.2,75.56,Jfernie,72.17,,,72.17,synthetic,train,952.2,1754.55,1754.75,75.56
100092304214W400,100.70000000000005,799.1,698.4,32.0,Kviking,35.88,,,35.88,synthetic,train,698.4,,799.1,32.0
100092508109W500,1075.85,1727.75,651.9,45.6,Dkeg_rv,,,,,,test,651.9,,1727.75,45.6
100092905518W500,1517.8000000000002,2575.8,1058.0,57.6,Jfernie,94.0,,,94.0,synthetic,train,1058.0,1891.4,1891.5,65.7
100092906515W500,674.8,1621.5,946.7,60.7,Kgething,69.31,,,69.31,synthetic,train,946.7,,1621.5,60.7
100092906917W500,728.4,1562.0,833.6,57.2,Mshunda,67.28,,,67.28,synthetic,train,833.6,,1475.0,57.2
100093305512W500,1037.95,1914.25,876.3,50.0,Jpokerchp,72.87,,,72.87,synthetic,train,876.3,,1914.25,50.0
100093308009W500,1054.65,1699.75,645.1,50.0,Dgilwood,,,,,,test,645.1,,1699.75,51.0
100093405314W500,860.5,1737.0,876.5,59.8,K2nd_ws,,,,,,test,876.5,,1737.0,59.8
100093405315W500,762.55,1661.75,899.2,44.44,Kcard_ss,,,,,,test,899.2,,2223.8500000000004,
100100105619W500,1650.2500000000002,2760.55,1110.3,84.6,Mshunda,101.99,,,101.99,synthetic,train,,,,
100100106518W500,438.0000000000002,1240.8000000000002,802.8,44.44,K2nd_ws,50.66,,,50.66,synthetic,train,802.8,,1240.8000000000002,44.44
100100106619W500,784.5999999999999,1642.6,858.0,53.33,Kmannvl,,,,,,test,858.0,,1388.4,
100100205918W500,2356.3999999999996,3313.2,956.8,82.22,Dbvrhl_lk,114.45,,,114.45,synthetic,train,956.8,,3313.2,82.22
100100206624W500,1152.4999999999998,2049.2,896.7,53.33,Kcadomin,81.59,,,81.59,synthetic,train,896.7,,1449.0,
100100206721W500,975.95,1723.65,747.7,74.44,TRmontney,,,,,,test,747.7,,1584.2,
100100405415W500,750.9999999999999,1640.1,889.1,53.33,Kcard_ss,,,,,,test,889.1,,1639.55,60.0
100100406315W500,916.9499999999998,1906.9499999999998,990.0,51.11,PRbelloy,77.74,,,77.74,synthetic,train,990.0,,1595.3,
100100506523W500,814.6000000000001,1609.8000000000002,795.2,58.89,Kpeace_rv,,,,,,test,,,,
100100606117W500,1751.35,2694.45,943.1,76.67,Dwintrbrn,94.01,,,94.01,synthetic,train,943.1,,2023.0,
100100606917W500,593.8000000000001,1516.4,922.6,52.78,Kgething,68.33,,,68.33,synthetic,train,922.6,,1516.4,52.78
100100704717W500,1536.1499999999999,2782.95,1246.8,24.0,Kcard_ss,96.02,,,96.02,synthetic,train,1246.8,,2782.95,24.0
100100706017W500,2282.6,3087.6,805.0,90.56,Dswan_hl,103.78,,,103.78,synthetic,train,805.0,,2607.4,
100100805919W500,1110.4,2021.4,911.0,69.44,Kmannvl,73.05,,,73.05,synthetic,train,911.0,,2021.4,69.44
100100806620W500,1704.9,2446.8,741.9,68.33,Dwabamun,85.96,,,85.96,synthetic,train,741.9,,2446.8,68.33
100100808007W500,1018.1999999999999,1681.1,662.9,43.9,Dmuskeg,65.46,,,65.46,synthetic,train,662.9,,1681.05,44.1
100100905816W500,752.0500000000001,1766.15,1014.1,43.89,K2nd_ws,70.74,,,70.74,synthetic,train,1014.1,,1766.15,43.89
100100906223W500,2248.4,3233.5,985.1,87.37,Dwintrbrn,110.39,,,110.39,synthetic,train,985.1,,3233.5,87.37
100100906321W500,2025.5999999999997,2833.8999999999996,808.3,82.22,Dwintrbrn,95.57,,,95.57,synthetic,train,808.3,,2833.9,82.22
100101007809W500,-33.5,629.4,662.9,37.78,Mpekisko,32.59,,,32.59,synthetic,train,662.9,,629.4,37.78
100101105718W500,683.6500000000001,2004.0500000000002,1320.4,58.89,Kcard_ss,,,,,,test,1320.4,,2004.05,58.89
100101106519W500,1618.4499999999998,2430.45,812.0,80.0,Dwabamun,,,,,,test,812.0,,2430.45,80.0
100101106622W500,662.0,1395.7,733.7,49.44,Kmannvl,56.42,,,56.42,synthetic,train,733.7,,1395.7,49.44
100101205418W500,889.6500000000001,1858.65,969.0,53.89,Kcardium,,,,,,test,969.0,,1889.15,54.44
100101206315W500,1875.0,2790.0,915.0,99.5,Dswan_hl,97.46,,,97.46,synthetic,train,915.0,,2790.0,99.5
100101206413W500,610.5,1747.1,1136.6,35.0,Kglauc_ss,74.49,,,74.49,synthetic,train,,,,
100101207121W500,222.44999999999993,880.8499999999999,658.4,38.89,Kpeace_rv,,,,,,test,658.4,,880.8499999999999,38.89
100101304315W500,1677.5500000000002,2906.55,1229.0,83.33,Kcard_ss,,,,,,not assigned,1229.0,,2890.55,
100101306920W500,671.35,1398.25,726.9,48.89,Jfernie,60.32,,,60.32,synthetic,train,726.9,,1363.95,54.44
100101405416W500,780.7500000000001,1622.65,841.9,49.44,Kcard_ss,,,,,,test,841.9,1622.65,1622.75,49.44
100101406216W500,639.5999999999999,1610.1,970.5,51.11,Kviking,64.57,,,64.57,synthetic,train,970.5,,1610.1,51.11
100101406819W500,1980.5999999999997,2840.3999999999996,859.8,95.0,Dbvrhl_lk,99.64,,,99.64,synthetic,train,859.8,,2840.4,95.0
100101408109W502,-120.70000000000005,526.0999999999999,646.8,31.11,Mpekisko,,,,,,test,646.8,,526.0999999999999,31.11
100101503821W400,375.85,1195.45,819.6,35.0,Kvik_ss,50.08,,,50.08,synthetic,train,819.6,,1195.45,35.0
100101505918W500,2372.8500000000004,3420.15,1047.3,86.67,Dswan_hl,112.44,,,112.44,synthetic,train,1047.3,,3420.15,86.67
100101506315W500,794.2499999999999,1744.35,950.1,65.56,Kgething,,,,,,test,950.1,,1744.35,65.56
100101506609W500,1449.6999999999998,2493.6,1043.9,85.56,Dswan_hl,96.24,,,96.24,synthetic,train,1043.9,,2493.6,85.56
100101506718W500,2026.9,2840.4,813.5,92.22,Dswan_hl,98.76,,,98.76,synthetic,train,813.5,,2840.4,92.22
100101606027W400,1316.4,1950.4,634.0,57.78,Dprair_ev,75.9,,,75.9,synthetic,train,634.0,,1950.4,57.78
100101606419W500,691.55,1457.25,765.7,50.0,Kvik_ss,57.22,76.66666667,1371.5999561088015,76.66666667,static,train,765.7,,1456.95,50.0
100101606422W500,858.9000000000001,1669.7,810.8,58.89,Kspirit_r,,,,,,test,810.8,,1669.7,58.89
100101606423W500,683.7,1490.5,806.8,47.22,Kdunvegan,56.34,,,56.34,synthetic,train,806.8,,1490.5,47.22
100101608108W500,1012.8,1677.0,664.2,52.4,Dmuskeg,,,,,,test,664.2,,1677.0,52.4
100101705323W400,868.8500000000001,1523.5500000000002,654.7,75.56,Dcook_lk,61.55,,,61.55,synthetic,train,654.7,,1510.15,
100101706216W500,1047.3,1973.6,926.3,65.0,Mdebolt,78.02,,,78.02,synthetic,train,926.3,,1973.6,65.0
100101706419W500,703.2,1492.0,788.8,48.89,Kmannvl,58.53,61.66666667,1219.1999609856014,61.66666667,static,train,788.8,,1492.0,48.89
100101706424W500,1317.3499999999997,2199.1499999999996,881.8,56.67,Kcadomin,84.58,,,84.58,synthetic,train,881.8,,1600.1999999999998,63.33
100101706519W500,612.9499999999999,1356.35,743.4,48.89,Kvik_ss,55.15,,,55.15,synthetic,train,743.4,,1356.35,48.89
100101804316W400,836.4,1556.3,719.9,60.0,Dbvrhl_lk,63.96,,,63.96,synthetic,train,719.9,,1556.3,60.0
100101806316W500,973.0,2018.5,1045.5,65.56,TRmontney,81.59,,,81.59,synthetic,train,1045.5,,2018.5,65.56
100101806319W500,1025.3,1816.6,791.3,65.56,Kgething,70.38,,,70.38,synthetic,train,791.3,,1816.6,65.56
100101806321W500,1216.45,2048.25,831.8,26.67,Kgething,78.77,,,78.77,synthetic,train,831.8,,2048.25,26.67
100101806523W500,590.7500000000001,1437.15,846.4,54.44,Kshftbury,55.28,,,55.28,synthetic,train,846.4,,1437.15,54.44
100101806617W500,1525.1000000000001,2345.3,820.2,67.22,Dwintrbrn,83.78,,,83.78,synthetic,train,820.2,,2345.3,67.22
100101905314W500,2460.2500000000005,3343.8500000000004,883.6,103.33,Dmuskeg,,,,,,test,883.6,,2795.75,
100101905818W500,2382.5,3445.0,1062.5,126.67,Dswan_hl,,,,,,test,1062.5,,3436.6,132.22
100101906018W500,2356.4999999999995,3358.3999999999996,1001.9,135.56,Dswan_hl,110.68,,,110.68,synthetic,train,1001.9,3358.4,3358.6000000000004,135.56
100101906116W500,2135.4,3034.0,898.6,115.56,Dswan_hl,,,,,,test,898.6,,3034.0,115.56
100102006216W500,647.8499999999999,1575.05,927.2,40.56,Kvik_ss,62.85,,,62.85,synthetic,train,927.2,,1575.05,40.56
100102006523W500,560.25,1347.25,787.0,40.0,Kdunvegan,51.62,,,51.62,synthetic,train,787.0,,1347.25,40.0
100102007016W500,437.20000000000005,1235.5,798.3,25.0,Kgething,,,,,,test,798.3,,1235.5,25.0
100102008007W500,-63.200000000000045,598.5,661.7,29.0,Mbanff,31.27,,,31.27,synthetic,train,661.7,,598.5,29.0
100102106215W500,612.8000000000001,1628.4,1015.6,59.44,Kmannvl,66.62,,,66.62,synthetic,train,1015.6,,1628.4,59.44
100102107026W500,2531.5,3170.0,638.5,81.0,Cambrian,103.68,,,103.68,synthetic,train,638.5,,3170.0,81.0
100102107519W500,290.0,938.9,648.9,37.78,Kbluesky,,,,,,test,648.9,,938.9,37.78
100102205913W500,918.9499999999999,1705.35,786.4,48.89,Jfernie,67.62,,,67.62,synthetic,train,786.4,,1705.35,50.0
100102206114W500,1890.3499999999997,2834.6499999999996,944.3,85.56,Dswan_hl,99.52,,,99.52,synthetic,train,944.3,,2834.65,85.56
100102206615W500,387.20000000000016,1369.3000000000002,982.1,43.33,Kmannvl,58.88,,,58.88,synthetic,train,982.1,,1366.7,
100102306520W500,2254.4,3022.5,768.1,37.78,Dslave_pt,,,,,,test,768.1,,1383.5,47.0
100102306919W500,728.8,1545.3,816.5,61.11,TRmontney,66.22,,,66.22,synthetic,train,816.5,,1545.3,61.11
100102406114W500,588.25,1525.55,937.3,46.11,Kviking,60.17,,,60.17,synthetic,train,937.3,,1525.55,46.11
100102504602W500,79.70000000000005,999.0,919.3,36.67,Kbelly_rv,37.07,,,37.07,synthetic,train,919.3,,999.0,36.67
100102506310W500,588.3999999999999,1557.1,968.7,58.89,Mpekisko,,,,,,test,968.7,,1557.1,58.89
100102506318W500,2140.5,2961.0,820.5,51.11,Dswan_hl,100.44,,,100.44,synthetic,train,820.5,,1728.55,63.33
100102506415W500,693.6999999999998,1758.1,1064.4,51.11,Kgething,74.43,,,74.43,synthetic,train,1064.4,,1758.1,51.11
100102506527W500,398.20000000000005,1331.5,933.3,38.5,Kcard_ss,51.15,,,51.15,synthetic,train,,,,
100102506620W500,527.2499999999998,1324.9499999999998,797.7,58.33,Kvik_ss,53.79,,,53.79,synthetic,train,797.7,,1324.9499999999998,58.33
100102508009W500,1050.6,1716.0,665.4,57.22,Dmuskeg,65.23,,,65.23,synthetic,train,665.4,,1716.0,57.22
100102606217W500,663.6500000000002,1596.0500000000002,932.4,51.67,Kvik_ss,62.29,,,62.29,synthetic,train,932.4,,1596.0500000000002,51.67
100102606420W500,697.2,1489.7,792.5,27.78,Kmannvl,,,,,,test,792.5,,1489.7,27.78
100102606619W500,806.4999999999999,1581.6,775.1,50.0,Jfernie,65.75,107.2222222,2743.199912217603,107.2222222,static,train,775.1,,1581.6,50.0
100102705117W500,208.89999999999998,1212.3,1003.4,43.33,Kknhl_tuf,,,,,,test,1003.4,,1212.3,43.33
100102706027W400,332.25,954.05,621.8,35.56,Dwabamun,,,,,,test,621.8,,954.05,35.56
100102706221W500,468.20000000000005,1359.7,891.5,29.44,Kkaskapau,,,,,,test,891.5,,1359.7,29.44
100102708009W500,-97.5,552.6,650.1,34.44,Mpekisko,,,,,,test,650.1,,552.6,34.44
100102805216W500,160.9000000000001,1104.9,944.0,42.22,Kknhl_tuf,37.54,,,37.54,synthetic,train,944.0,,1104.9,42.22
100102805414W500,1381.35,2238.75,857.4,71.11,Mbanff,79.71,,,79.71,synthetic,train,857.4,,2238.75,71.11
100102806212W500,665.9,1610.5,944.6,44.0,Kbluesky,,,,,,test,944.6,,1610.5,44.0
100102905918W500,2373.1000000000004,3195.1000000000004,822.0,114.44,Dswan_hl,,,,,,test,,,,
100102906423W500,838.8,1707.8,869.0,63.89,Kcadotte,64.35,,,64.35,synthetic,train,869.0,,3452.45,98.33
100102906625W500,736.4499999999999,1443.55,707.1,39.44,Kcadotte,57.54,,,57.54,synthetic,train,707.1,,1443.55,39.44
100103003223W400,915.25,1802.75,887.5,63.9,Dstettler,68.64,,,68.64,synthetic,train,887.5,,1802.75,63.9
100103006423W500,2639.25,3468.95,829.7,94.44,Dswan_hl,,,,,,test,829.7,,2971.0,98.89
100103006509W500,1505.4000000000003,2528.6000000000004,1023.2,93.33,Dwatt_mtn,,,,,,test,1023.2,,2528.6000000000004,93.33
100103008009W500,1044.6,1696.0,651.4,47.0,Dmuskeg,64.21,,,64.21,synthetic,train,651.4,,1696.0,47.0
100103106307W500,363.4999999999999,1159.6,796.1,45.0,Kmannvl,49.92,,,49.92,synthetic,train,796.1,,1159.6,45.0
100103106317W500,911.4999999999999,1724.1,812.6,67.22,Kgething,68.74,,,68.74,synthetic,train,812.6,,1724.1,67.22
100103108008W500,1137.1,1799.7,662.6,58.89,preCamb,69.07,,,69.07,synthetic,train,662.6,,1799.7,58.89
100103206321W500,389.0999999999999,1159.6,770.5,43.33,Kcard_ss,43.64,84.7,2059.999878080004,84.7,static,train,770.5,,1159.6,43.33
100103306127W400,1278.2000000000003,1894.8000000000002,616.6,64.44,Dcntct_rp,74.48,,,74.48,synthetic,train,616.6,,1894.8,64.44
100103306520W500,604.7,1346.5,741.8,47.6,Kviking,,,,,,test,741.8,,1346.5,47.6
100103403221W400,588.2,1507.5,919.3,49.44,Kbs_qtz,59.69,,,59.69,synthetic,train,919.3,,1507.5,49.44
100103405818W500,2361.75,3405.85,1044.1,91.11,Dswan_hl,113.9,,,113.9,synthetic,train,1044.1,,2424.3500000000004,
100103406419W500,931.2500000000001,1678.65,747.4,60.0,Jfernie,67.65,97.38888889,2962.655905195011,97.38888889,static,train,747.4,,1401.8000000000002,
100103406819W500,654.3000000000001,1468.4,814.1,60.0,Kbluesky,,,,,,test,814.1,,1468.4,60.0
100103407020W500,2020.0499999999997,2722.6499999999996,702.6,71.67,Dswan_hl,93.03,,,93.03,synthetic,train,,,,
100103505903W500,214.75,882.25,667.5,32.22,Kvik_ss,38.8,,,38.8,synthetic,train,667.5,,867.1500000000001,51.67
100103604301W500,81.34999999999991,1018.05,936.7,37.78,Kbelly_rv,36.93,42.22222222,1054.607966252545,42.22222222,static,train,936.7,,1018.05,37.78
100103605913W500,645.5500000000002,1425.5500000000002,780.0,48.33,Kvik_ss,55.68,,,55.68,synthetic,train,780.0,,1425.5500000000002,48.33
100110105618W500,1429.5,2526.5,1097.0,47.1,Kgething,93.83,,,93.83,synthetic,train,1097.0,,2526.5,47.1
100110105714W500,1203.35,2075.35,872.0,91.11,Mpekisko,78.57,,,78.57,synthetic,train,872.0,,2075.35,91.11
100110105918W500,1361.5500000000002,2402.15,1040.6,79.44,PRbelloy,92.51,,,92.51,synthetic,train,1040.6,,2402.15,79.44
100110106113W500,871.25,1633.55,762.3,54.44,Jnordegg,66.65,,,66.65,synthetic,train,762.3,,577.3,
100110206625W500,592.0500000000002,1384.5500000000002,792.5,44.44,Kshftbury,55.0,,,55.0,synthetic,train,792.5,,1384.5500000000002,44.44
100110306020W500,1440.0000000000002,2398.3,958.3,75.56,TRmontney,90.29,,,90.29,synthetic,train,958.3,,2400.3,
100110406626W500,1407.4499999999998,2202.95,795.5,23.89,TRmontney,84.88,,,84.88,synthetic,train,795.5,,2202.95,23.89
100110407421W500,448.54999999999995,1087.25,638.7,40.1,Kgething,50.72,,,50.72,synthetic,train,638.7,,1087.25,40.1
100110505315W500,1200.25,2107.35,907.1,72.22,Kvik_ss,,,,,,test,907.1,,2107.35,72.22
100110505515W500,1303.35,2174.45,871.1,75.56,Jfernie,79.13,,,79.13,synthetic,train,871.1,,2174.45,75.56
100110505718W500,2508.85,3703.35,1194.5,121.11,Dbvrhl_lk,128.98,,,128.98,synthetic,train,1194.5,,3703.35,121.11
100110606426W500,1055.1,1978.5,923.4,60.0,Kcadotte,73.07,,,73.07,synthetic,train,923.4,,1978.5,60.0
100110606726W500,2466.6000000000004,3260.3,793.7,78.89,Dnisku,105.77,,,105.77,synthetic,train,793.7,,3204.35,88.89
100110607324W500,601.95,1323.15,721.2,48.33,Kgething,59.78,,,59.78,synthetic,train,721.2,,1323.15,48.33
100110806618W500,2097.0,2917.2,820.2,77.78,Dswan_hl,100.44,,,100.44,synthetic,train,820.2,,1730.5,
100110806721W500,851.95,1553.25,701.3,57.6,Kbluesky,64.14,,,64.14,synthetic,train,701.3,,1071.25,
100110905226W400,651.3000000000002,1365.8000000000002,714.5,51.67,Dwabamun,55.42,,,55.42,synthetic,train,714.5,,1365.8000000000002,51.67
100110906216W500,2044.7,2963.4,918.7,95.56,Dswan_hl,101.77,,,101.77,synthetic,train,918.7,,2963.4,95.56
100111106803W600,916.1999999999998,1630.6999999999998,714.5,51.11,Knotikwn,,,,,,test,714.5,,1630.6999999999998,51.11
100111107812W500,1283.5,1988.5,705.0,57.22,Dgrn_wash,75.35,,,75.35,synthetic,train,705.0,,722.35,
100111406427W500,846.1999999999999,1815.6,969.4,49.3,Kdunvegan,,,,,,test,969.4,,1815.6,49.3
100111406613W500,1694.1,2888.0,1193.9,96.0,Dswan_hl,108.2,,,108.2,synthetic,train,1193.9,,2888.5,
100111407114W500,1581.9499999999996,2320.1499999999996,738.2,74.44,Dswan_hl,,,,,,test,738.2,,2320.15,74.44
100111506313W500,783.5999999999999,1835.1999999999998,1051.6,52.78,Mshunda,75.74,,,75.74,synthetic,train,1051.6,,1722.15,60.0
100111506802W600,1210.9999999999998,1904.6999999999998,693.7,44.44,Jnikanssn,75.84,,,75.84,synthetic,train,693.7,,1185.7,
100111604914W500,2808.7,3893.7,1085.0,46.11,Delk_pt,,,,,,test,1085.0,,1704.0,
100111606819W500,837.15,1619.25,782.1,60.0,PRbelloy,69.33,,,69.33,synthetic,train,782.1,,1619.25,60.0
100112004213W500,2324.5,3653.1,1328.6,105.56,Mturner_v,,,,,,not assigned,1328.6,3536.1,3536.6,102.78
100112106425W500,737.5999999999999,1574.6,837.0,49.44,Kdunvegan,58.81,,,58.81,synthetic,train,837.0,,1574.6,49.44
100112204313W500,2189.1000000000004,3308.3,1119.2,103.33,Melkton,,,,,,test,1119.2,,3297.3500000000004,
100112204416W500,1686.55,2855.25,1168.7,70.0,Kblkstn,,,,,,not assigned,1168.7,,2855.25,70.0
100112205512W400,-135.54999999999995,458.25,593.8,16.11,Kvik_ss,24.14,,,24.14,synthetic,train,593.8,,458.25,16.11
100112405614W500,2141.2,2978.2,837.0,114.44,Dswan_hl,99.6,,,99.6,synthetic,train,837.0,,2978.2,114.44
100112504718W500,1530.9,2753.8,1222.9,80.0,Kcard_ss,95.08,,,95.08,synthetic,train,1222.9,2753.8,2754.0,80.0
100112506216W500,625.1500000000001,1650.25,1025.1,53.8,Kmannvl,65.33,,,65.33,synthetic,train,1025.1,,1650.25,53.8
100112506523W500,1178.9499999999998,1927.85,748.9,67.78,TRmontney,75.04,,,75.04,synthetic,train,748.9,,1927.85,67.78
100112605315W500,1424.9,2340.5,915.6,81.1,Jnordegg,83.8,,,83.8,synthetic,train,915.6,,2340.5,81.1
100112605713W500,1033.8,1844.0,810.2,55.0,Jnordegg,,,,,,test,810.2,,1577.9499999999998,
100112605814W500,2103.1,3049.2,946.1,135.56,Dgilwood,104.18,,,104.18,synthetic,train,946.1,,3049.2,135.56
100112606214W500,558.65,1427.05,868.4,50.56,Kmannvl,58.64,,,58.64,synthetic,train,868.4,,1427.05,50.56
100112704908W500,1150.3,2025.5,875.2,34.0,Mbanff,,,,,,test,875.2,,1760.5,
100112706220W500,823.0000000000001,1660.9,837.9,58.89,Kviking,,,,,,test,837.9,,1666.9499999999998,58.89
100112706316W500,932.7,1962.9,1030.2,71.11,Mdebolt,80.22,,,80.22,synthetic,train,1030.2,,1962.9,71.11
100112806819W500,791.55,1587.05,795.5,61.11,TRmontney,,,,,,test,795.5,,1467.3000000000002,
100113006919W500,797.5999999999998,1507.1999999999998,709.6,60.0,PRbelloy,64.69,,,64.69,synthetic,train,709.6,,1507.1999999999998,60.0
100113105813W500,1009.35,1949.95,940.6,57.78,Jnordegg,,,,,,test,940.6,,1897.1,
100113205613W500,2171.55,3008.8500000000004,837.3,81.67,Dgilwood,,,,,,test,837.3,,3005.95,85.56
100113305613W500,1045.8000000000002,1852.9,807.1,47.78,Kellrslie,68.52,,,68.52,synthetic,train,807.1,,1852.9,47.78
100113306020W500,555.2,1463.2,908.0,47.78,Kcard_ss,53.3,98.88888889,2377.4399239219224,98.88888889,static,train,908.0,,1463.2,47.78
100113405314W500,2354.3499999999995,3230.6499999999996,876.3,91.67,Dslave_pt,103.87,,,103.87,synthetic,train,876.3,3230.65,3230.9,91.67
100113603220W400,1276.5,2132.4,855.9,58.33,Dbvrhl_lk,79.78,,,79.78,synthetic,train,855.9,,1200.15,
100113606225W500,1469.2,2373.5,904.3,69.5,Kcadomin,88.89,,,88.89,synthetic,train,,,,
100113606412W500,1137.1999999999998,2108.6,971.4,71.11,Dbluerdge,82.25,,,82.25,synthetic,train,971.4,,1513.35,71.11
100120106424W500,732.1000000000001,1592.9,860.8,65.56,Kdunvegan,59.46,,,59.46,synthetic,train,860.8,,1592.9,65.56
100120106625W500,1287.0,2054.5,767.5,67.1,TRmontney,,,,,,test,767.5,,2054.5,67.1
100120506319W500,2379.2999999999997,3181.2,801.9,115.56,Dgilwood,104.43,,,104.43,synthetic,train,801.9,,3181.2,115.56
100120903821W400,552.65,1403.25,850.6,46.0,Kellrslie,58.38,,,58.38,synthetic,train,,,,
100120906419W500,707.3999999999999,1485.6,778.2,62.78,Kmannvl,57.83,111.8333333,3026.6639031467553,111.8333333,static,train,778.2,,1485.6,62.78
100121406708W500,1363.0,2291.0,928.0,67.0,Dswan_hl,,,,,,test,928.0,,2291.0,67.0
100121506419W500,1074.6000000000001,1818.9,744.3,73.33,TRmontney,,,,,,test,744.3,,1818.9,73.33
100121706626W500,839.9999999999999,1638.6,798.6,55.56,Kcadotte,65.33,,,65.33,synthetic,train,798.6,,1638.6,55.56
100121806005W500,307.20000000000005,990.6,683.4,33.89,Kvik_ss,41.52,,,41.52,synthetic,train,683.4,,990.6,33.89
100121806417W500,852.6499999999999,1657.9499999999998,805.3,65.56,Kgething,68.0,,,68.0,synthetic,train,805.3,,1461.5,
100122206319W500,1023.8,1811.1,787.3,60.0,Jfernie,,,,,,test,787.3,,1811.1,60.0
100122506218W500,2142.2,3014.5,872.3,86.11,Dswan_hl,101.74,,,101.74,synthetic,train,872.3,,3032.75,
100122506919W500,708.1500000000001,1536.95,828.8,54.44,TRmontney,66.84,,,66.84,synthetic,train,828.8,,1536.95,54.44
100122806316W500,825.8,1800.6,974.8,55.56,Kgething,75.23,,,75.23,synthetic,train,974.8,,1556.75,58.33
100122905513W500,1251.65,2048.75,797.1,60.0,Mpekisko,74.91,,,74.91,synthetic,train,797.1,,2052.25,60.0
100122906818W500,783.2,1661.9,878.7,54.44,Mdebolt,,,,,,test,878.7,,1661.9,54.44
100123007807W500,1053.1,1721.0,667.9,52.3,Dgilwood,,,,,,test,667.9,,1721.0,52.3
100123305513W500,901.4500000000002,1747.5500000000002,846.1,58.89,Kvik_ss,64.16,,,64.16,synthetic,train,846.1,,1747.5500000000002,58.89
100123306820W500,414.10000000000014,1158.4,744.3,43.33,Kspirit_r,,,,,,test,744.3,,1151.1,43.33
100123405407W500,811.05,1557.85,746.8,46.67,Mbanff,61.58,,,61.58,synthetic,train,746.8,,1557.85,46.67
100123506118W500,776.2,1608.0,831.8,50.56,Kviking,62.11,63.0,483.7175845210373,63.0,static,train,831.8,,1608.0,50.56
100123506318W500,971.3,1777.0,805.7,69.2,Jfernie,70.12,,,70.12,synthetic,train,805.7,,1778.5,72.6
100123506419W500,972.9000000000002,1723.3000000000002,750.4,37.78,Jnordegg,68.91,109.1111111,2923.641506443472,109.1111111,static,train,750.4,,1650.5,61.11
