UWI,"Depth subsea, m","BHT, C",Formation,"Synthetic Temp, C","Static Temp, C","True Temp, C",source,label,SurfaceLatitude_NAD27,SurfaceLongitude_NAD27,BottomLatitude_NAD27,BottomLongitude_NAD27,"oil total cum, bbl","gas total cum, mcf","water total cum, bbl",gor total average,"gas maximum, mcf","oil maximum, bbl","water maximum, bbl",yield total average,status,"DST BHT, C","Maximum Shut-in Pressure, kPa",GR,NPHI_SS,NPHI_LS,DPHI_SS,DPHI_LS,PEFZ,RHOB,CAL
100060506322W500,508.35,37.78,Kcard_ss,50.4,,50.4,synthetic,train,54.419775,-117.293865,54.419775,-117.293865,242006.376668454,7875821.98376459,663303.9413692546,48433902.97712774,110189.90657202393,11734.50629598385,8618.412549552184,6476.9443026848,producing,74.44,18436.6,48.3650026711813,0.1307308273030502,0.0870682291910119,0.0367782942352553,0.0659893003572293,3.8049913331966696,-133.68207274289296,6.4067
100060603720W400,782.45,60.0,Dnisku,64.5,,64.5,synthetic,train,52.148498,-112.853177,52.148498,-112.853177,184822.308,61977.24,114292.782,335.334,9771.568,21441.336,2064.945,2982.1,producing,60.0,12424.4,1.1658,0.1606469299639771,0.0775970737272298,0.0801712496357129,0.1005289583190782,3.177270368840978,118.27007418679852,8.6307
100060605514W500,2267.5999999999995,139.44,Dswan_hl,,,,,test,53.720232,-116.075385,53.720232,-116.075385,241930.34867231743,7791601.226220133,679629.2566186553,48433584.19794387,109150.9279148041,11778.213595489411,8765.324736420731,6479.213294586072,producing,139.44,26634.5,93.8859,0.0828507966363416,0.0438,-0.0549935905251657,-0.0318,3.837246347907216,2.7602,8.7364
100060606219W500,2345.9,135.56,Dswan_hl,106.13,,106.13,synthetic,train,54.332237,-116.842114,54.332237,-116.842114,3157.485,15278721.17,1070508.808,4838889.55,236618.863,2236.657,36756.396,0.207,producing,135.56,32515.7,50.20938164118276,0.1499717491546214,0.1002086525186975,0.0475317160027316,0.0770257732142766,3.596180152438468,-76.79642237649375,8.779
100060606515W500,825.1,59.4,Mshunda,73.61,,73.61,synthetic,train,54.595819,-116.262357,54.595819,-116.262357,0.0,18589.644,0.0,48404805.67632494,1158.321,0.0,0.0,0.0,producing,67.0,13442.0,18.4207,0.0942232439747145,0.007,0.0400808537575671,0.0407,4.637522907510261,2639.6804,230.0609
100060608108W500,1093.9,45.0,Dkeg_rv,67.53,,67.53,synthetic,train,55.992419,-115.246278,55.992419,-115.246278,242167.15755287177,8055823.573696701,634869.1234761225,48434582.484941855,112380.49853620285,11658.909830557031,8363.423136181536,6471.4985496657355,producing,45.0,703.0,189.6778,0.4314466324325037,0.3587045776611919,0.151955005524806,0.1986965210896296,2.225345865574913,1618.627654393983,203.3406
100060706022W500,2137.3,95.0,Dwabamun,114.53,,114.53,synthetic,train,54.171227,-117.293351,54.171273,-117.293335,241998.42754421834,7867652.191798063,667054.2965853397,48433871.44807469,110079.06197371942,11744.725296117902,8652.463064382544,6476.96428745127,producing,95.0,19160.5,26.6882,0.0810498194990268,0.0433139758957422,0.0182117806948246,0.0432524964816057,4.303043746764237,-155.3966394670905,8.933
100060805217W500,1465.2000000000005,77.22,Kmannvl,83.67,,83.67,synthetic,train,53.472878,-116.475013,53.472878,-116.475013,8.177,8359190.031,41784.475,1022280791.366,85334.361,8.177,884.347,0.001,producing,77.22,16988.7,19.5227,0.0461860550820096,-0.0017,-0.0711427619554238,-0.0524,4.563895191454642,2.7843,8.6289
100060807808W500,-66.60000000000002,58.9,Mpekisko,32.52,,32.52,synthetic,train,55.742313,-115.20897,55.742313,-115.20897,242134.8915447769,8019241.290734044,639100.5754639653,48434444.8192801,111942.48170969501,11670.003280469016,8401.105002881097,6472.748228109705,producing,58.9,4358.0,51.04850145014554,0.1930304275911133,0.0866478650607526,-0.0382715595626187,-0.0263,3.885776112307468,2799.2798,198.6221
100060905918W500,1250.15,77.78,Kgething,86.74,95.0,95.0,static,train,54.084324,-116.643159,54.084324,-116.643159,3298.377,20118190.157,1687022.229,6099421.066,466485.562,3298.377,35792.168,0.164,producing,77.78,937.7,0.2514,0.0797898851774022,0.026561713930739,0.0316971537716007,0.0516941394900753,4.164105112269286,-62.32073356849276,9.2631
100061004119W400,304.9499999999998,42.22,Kviking,46.31,,46.31,synthetic,train,52.512243,-112.658892,52.512243,-112.658892,27271.359,66808.288,54337.675,2449.76,20839.185,11992.153,7549.66,408.203,producing,42.22,6005.3,1.391,0.172047433776908,0.0848514929710617,0.0869513808031256,0.1073811547840192,3.0383379449824157,142.94462111380847,8.4847
100061005216W500,1642.6,66.11,Jrock_ck,91.8,,91.8,synthetic,train,53.473041,-116.27928,53.473041,-116.27928,241970.81420453198,7836564.338971961,671380.4981493804,48433754.254671,109703.44218627959,11756.167845335469,8691.15865656847,6477.9588230836325,producing,66.11,22242.5,0.4068,0.0670728616929356,0.0187209580012442,0.0238846510849553,0.0439116102404086,4.317362046417286,-96.37660421507906,8.7793
100061006117W500,1034.35,52.22,Kgething,73.47,,73.47,synthetic,train,54.258897,-116.468555,54.258897,-116.468555,242074.15531925738,7951826.151760188,651711.7616394488,48434189.777778424,111112.94288633183,11703.729284320882,8514.53018563801,6474.606625089245,producing,52.22,10935.1,172.326,0.3864,0.226,0.2618862792286687,0.2842,4.400385503838455,2.3562,11.035
100061103324W400,1471.6,72.0,Dbvrhl_lk,85.98,,85.98,synthetic,train,51.81364,-113.302505,51.81364,-113.302505,2162.429,4361972.321,7067.852,2017163.255,69407.447,50.318,1144.746,0.496,producing,72.0,22175.0,51.361855985651815,0.1980025688793012,0.0966,-0.0141005798350116,-0.0044,4.421,2717.524,257.6045
100061106926W500,2517.6,108.0,Dbvrhl_lk,,,,,test,54.959212,-117.859235,54.959212,-117.859235,241886.3553054995,7742529.158029958,687989.7542553861,48433398.78016747,108550.90292962056,11800.502160439679,8840.40126610689,6480.64170759553,producing,108.0,31449.0,64.77677678742317,0.2923371970617289,0.1978557168139008,0.1280281713022697,0.1580370460070501,2.263313213049198,601.0278108705289,59.58038179146716
100061204211W500,2055.1000000000004,89.44,Mpekisko,,,,,test,52.601563,-115.45571,52.602255,-115.454901,241984.99806416043,7852602.625907594,669382.3261307996,48433814.6496146,109896.14014200414,11750.909585152884,8673.331274374737,6477.424153472708,producing,89.44,20644.796419914135,124.7567,0.1784055701656612,0.1633026519229025,0.024422148300028,0.0682704781312719,3.6956266294108975,-272.0027036059445,9.2628
100061305216W500,2148.6,84.0,Dbluerdge,102.09,117.0,117.0,static,train,53.487604,-116.229882,53.487604,-116.229882,0.0,3912.865,169.196,48404750.90003756,1991.747,0.0,169.196,0.0,producing,84.0,21645.431562139085,11.2285,0.2226408198903403,0.1121,-0.0326301961286708,-0.018,4.436598118700684,2760.4934,234.4492
100061306018W500,859.3499999999999,48.89,Kvik_ss,62.54,,62.54,synthetic,train,54.18728,-116.568628,54.18728,-116.568628,6056.469,3000228.162,8417.038,495375.798,48038.542,201.903,189.323,2.019,producing,48.89,9494.1,109.2072,0.0920528169150123,0.0793,0.1407512439570097,0.1705,3.508571860533179,2.5055,10.8847
100061307518W500,235.35,35.5,Kgething,42.39,,42.39,synthetic,train,55.4946,-116.653606,55.4946,-116.653606,242104.00929189517,7984849.56755369,645148.2768570046,48434314.81820431,111521.08525037901,11686.143704800073,8455.442583025198,6473.731925468995,producing,35.5,7726.0,69.67494590010001,0.2873284303503714,0.1970300081196545,0.129067750352132,0.1526845536353548,3.3369172631104966,1767.4006421422682,211.7391
100061403127W400,1329.4,64.5,Dstettler,80.18,,80.18,synthetic,train,51.655374,-113.72743,51.655235,-113.72726,242142.70600513654,8028591.779273823,639652.526659551,48434479.54993836,112046.85591142443,11671.675553959303,8406.400406062206,6472.277937627343,producing,30.0,3370.0,9.8393,0.104469728755739,0.009,0.0133426907645721,0.0143,4.596889751789499,2711.5803,222.9315
100061404814W400,14.399999999999975,29.0,Kvik_ss,32.61,,32.61,synthetic,train,53.137099,-111.946231,53.137099,-111.946231,0.0,86365.548,63.528,48405058.789995894,6363.703,0.0,18.24,0.0,producing,29.0,2590.0,30.5016,0.0682,0.0504016461349984,0.0029790528159831,0.0301,2.956113156231225,2642.8015,153.5252
100061406920W500,775.4,55.7,TRmontney,62.95,,62.95,synthetic,train,54.971072,-116.938458,54.971072,-116.938458,242054.61178981522,7929863.634379086,654902.5676131602,48434106.946981914,110846.95582919626,11712.184192993042,8543.096280128739,6475.296809408947,producing,55.7,13108.0,25.9384,0.0090192616432191,0.0156,-0.0369,0.0043,4.844757772294675,2701.8186,233.1859
100061408009W500,1073.6,42.0,Dgilwood,64.85,,64.85,synthetic,train,55.931252,-115.296105,55.931252,-115.296105,242058.99976078887,7934900.372440034,654525.6438148895,48434125.84359914,110906.30822199093,11711.224384594563,8539.787570680372,6475.105754798229,producing,42.0,12598.0,28.1166,0.3430855696880714,0.2151,-0.0029041883569893,0.0245,3.3935,2689.4836,205.8555
100061504803W500,105.15000000000008,29.44,Kbsbrv_ss,35.17,,35.17,synthetic,train,53.139642,-114.358116,53.139642,-114.358116,95737.843,71363.878,77.992,745.409,8920.485,23274.816,20.127,1341.545,producing,29.44,6529.3,85.6274,0.2199527315323282,0.1653300185436809,0.0718282733298185,0.1073303041829196,3.110207236441948,142.90770835837532,31.850491011690053
100061605518W500,1781.85,71.67,Mbanff,98.02,,98.02,synthetic,train,53.750268,-116.61787,53.750268,-116.61787,198139.734,248322.148,195443.29,1253.268,78857.651,67492.186,8176.754,797.914,producing,71.67,1110.1,6.4183,0.0737248555916908,0.0265060839614491,0.0246653282960636,0.0458623233747754,4.269790860400684,-104.36635972272222,8.4899
100061608009W500,1137.0,46.0,Dkeg_rv,68.02,,68.02,synthetic,train,55.933141,-115.347706,55.933141,-115.347706,242011.11141541856,7881391.824000379,663331.2043353297,48433923.74960391,110253.47934254087,11734.670364901194,8618.81161792171,6476.692011215428,producing,46.0,17858.0,139.9906,0.2241137657792871,0.165,0.12174817394229,0.1456,3.1492,2461.0383,203.8289
100061706804W600,1799.1,77.78,PRbelloy,95.07,104.4444444,104.4444444,static,train,54.88512,-118.57555,54.88512,-118.57555,11777.671,1233336.491,96337.255,104718.199,383072.319,4600.997,9691.34,9.549,producing,77.78,24014.4,19.8381,0.082130069639208,0.0398643073411248,0.0224917689187509,0.0463005884889394,4.240834107502255,-139.13068913810127,7.6052
100061805414W500,1689.05,83.1,Dwabamun,86.37,,86.37,synthetic,train,53.661939,-116.058181,53.661939,-116.058181,242060.4389447092,7936780.149445578,655134.0610415528,48434132.686542965,110924.98167537275,11712.93332568068,8545.397842898561,6474.965265145475,producing,83.1,12383.0,14.623,0.2270342865438094,0.1145,-0.0363103546397094,-0.0221,4.359638525109142,2736.7356,235.0649
100062005015W500,2278.4,106.67,Dnisku,106.62,,106.62,synthetic,train,53.328002,-116.163016,53.328313,-116.16285,1623.404,2082721.32,5289.731,1282934.698,77925.344,311.346,499.411,0.779,producing,106.67,28889.0,36.85899700210668,0.0483647082213739,0.0271443238804379,0.0166459593090618,0.0391,6.13980096288328,2634.7607,210.9399
100062007823W500,1298.1,18.0,Dwabamun,66.22,,66.22,synthetic,train,55.770872,-117.537674,55.770872,-117.537674,242096.64314801278,7977082.33596393,647991.8189874872,48434285.04467202,111419.05439210414,11693.866726910866,8481.217549178324,6473.817610606892,producing,31.0,8438.0,81.3705,0.2448,0.2034,0.2489215303108699,0.2635,1.9612,2261.3855,216.6461
100062105118W500,2057.5,103.0,Melkton,104.15,,104.15,synthetic,train,53.414906,-116.597527,53.414906,-116.597527,9.435,22551434.287,61693.605,2390189113.62,345642.303,4.403,2015.255,0.0,producing,103.0,1163.0,100.7772,0.1293045042664168,0.0643,-0.0639886120895522,-0.0653,3.5102,2811.999,220.5395
100062106425W500,1233.5,66.1,Kbluesky,,,,,test,54.549972,-117.724468,54.549972,-117.724468,242016.8689396675,7887870.873946004,662419.7597364008,48433948.176742055,110331.80820526813,11732.25852263208,8610.657327624227,6476.485645730269,producing,66.1,17216.0,12.8878,0.1221615166434037,0.0228,-0.009608307792562,-0.0202,4.391087301286856,2.7398,236.4156
100062203325W400,802.6,55.6,Mpekisko,66.8,,66.8,synthetic,train,51.842325,-113.470327,51.842325,-113.470327,242081.61025371726,7960058.363152806,650027.2696176725,48434220.96187951,111214.91059889653,11699.212138454655,8499.359044065888,6474.3930392031,producing,55.6,10136.716025893149,20.1178,0.1219138587905354,0.0175,-0.0133615776738089,-0.0086,4.7208,2726.0447,213.7793
100062303619W400,401.1500000000001,38.89,Kmannvl,,,,,test,52.103344,-112.615793,52.103344,-112.615793,242085.84749221744,7964618.684215771,648688.3708898475,48434238.35013525,111273.28041711624,11695.59011096728,8487.247058906218,6474.312196473047,producing,38.89,9707.8,95.8658,0.144807851722506,0.0941,0.0975752149781421,0.1220947981542937,2.860413263684366,129.78244483590163,7.2875
100062306318W500,2150.2,88.89,Dswan_hl,100.23,,100.23,synthetic,train,54.462511,-116.614559,54.462511,-116.614559,241925.24344561913,7785842.205047408,680392.3946775805,48433562.49858918,109081.52215442268,11780.227662315661,8772.143197078758,6479.401068668031,producing,96.11,27206.7,51.530032707225146,0.1644800737277516,0.1100834499452851,0.0555871076007371,0.0853824580159936,3.425030190515268,-49.90133524099872,8.4983
100062307218W500,506.85,35.0,PRbelloy,56.71,,56.71,synthetic,train,55.247943,-116.660887,55.247943,-116.660887,242101.55994007539,7982230.814756832,645978.0142497313,48434304.81601477,111487.28390413205,11688.391641468865,8462.95415979796,6473.772726524797,producing,35.0,7970.3,196.5454,0.2382178334914438,0.2084,0.0260605221364411,0.0701,2.480657785069031,2.5816,9.1601
100062406517W500,1286.0,75.0,Dwabamun,83.02,,83.02,synthetic,train,54.636661,-116.435394,54.636661,-116.435394,242051.22805485985,7926305.519802307,656240.4973069844,48434093.298054665,110800.05221908432,11715.819530887296,8555.226389795189,6475.332798769452,producing,75.0,13433.0,64.86479499482142,0.2174284608508308,0.1207,-0.0228675736397755,-0.0056,4.047530862512706,2719.576,215.9534
100062506412W500,557.5999999999999,57.3,Kgething,69.18,,69.18,synthetic,train,54.563503,-115.681492,54.563503,-115.681492,242100.50686319813,7981075.871467755,646241.468540234,48434300.43343402,111472.8523408477,11689.100236855844,8465.330492536787,6473.800186217251,producing,57.3,8081.417856466079,136.3047,0.2056873533565067,0.1531,0.1543057255761898,0.1793,3.3981940380125515,2389.7566,194.8201
100062604715W500,2022.5000000000005,79.44,Melkton,112.29,,112.29,synthetic,train,53.081803,-116.088884,53.081803,-116.088884,18987.051,362434.43,5130.611,19088.506,18024.606,1329.666,713.894,52.388,producing,79.44,20813.715037353963,43.94955337334842,0.0818676810193614,0.0538260357156718,0.0096727810937436,0.0378283976234429,4.38775221170018,-216.86077114874377,8.3096
100062605918W500,1208.1,75.56,Jfernie,79.04,,79.04,synthetic,train,54.129077,-116.594157,54.129077,-116.594157,2848.655,123738570.815,835530.922,43437541.863,741583.287,2848.655,21485.365,0.023,producing,75.56,10626.464455471363,0.5248,0.0922276855240739,0.0344955349133648,0.0390657292103545,0.0591612925978181,4.010863954201281,-37.761278370187824,8.8167
100062705713W500,1045.1,98.0,Jpokerchp,70.03,,70.03,synthetic,train,53.953028,-115.851796,53.953028,-115.851796,242031.57753743534,7904231.342760762,659476.332355509,48434010.038080685,110532.57912208905,11724.396918838047,8584.200950145492,6476.023831484953,producing,98.0,15616.0,65.62701378536987,0.3011841996425436,0.2038937560492602,0.133027130520074,0.1630686940487129,2.17499241396252,638.1801009857146,62.09594357230564
100062804714W500,557.8,48.33,Kbelly_rv,58.36,,58.36,synthetic,train,53.081532,-115.992065,53.081532,-115.992065,2358.679,3527.935,526.457,1495.725,1476.153,970.518,215.112,668.572,producing,48.33,8218.6,33.5404,0.0800888272205567,0.0467247844228828,0.013855738020779,0.0409483739685394,4.335536391619812,-231.2610643536981,2.1106228690324684
100062904514W500,2126.7000000000003,102.2,Mshunda,111.57,,111.57,synthetic,train,52.906526,-115.999666,52.906756,-115.999037,242081.91610229015,7960982.995753879,651844.0288517859,48434223.903369516,111217.05085470543,11704.2403289566,8515.98533746815,6474.183780170346,producing,102.2,9981.0,52.2035,0.046084761337037,-0.0024,0.1342729800914871,0.1372,4.818005948410773,2238.8,227.9507
100062904601W500,70.10000000000002,32.5,Kbelly_rv,,,,,test,52.995425,-114.110593,52.995425,-114.110593,22991.144,103482.566,3822.317,4500.975,4774.543,1621.513,224.546,222.174,producing,32.7,6102.0,22.56217896356749,0.1352287972032667,0.0274,-0.0029303527987489,0.0095,5.0966,2693.0581,214.8411
100062905416W500,792.0,43.33,Kcard_ss,60.46,,60.46,synthetic,train,53.690989,-116.327824,53.690989,-116.327824,242168.28646060472,8056952.766604226,634236.7413649268,48434586.8746426,112396.34834862918,11657.182748965308,8357.67487676088,6471.506318690441,producing,43.33,606.7,22.3261,0.1731832430435447,0.1096,-0.0144529542795907,0.0171,3.836897737366416,2.637,8.4314
100062905913W500,1966.3,84.44,Dswan_hl,,,,,test,54.128325,-115.917351,54.128325,-115.917351,241991.84729047216,7860220.589996835,668010.1330745076,48433843.4547153,109989.63318674106,11747.244447737823,8660.997361253765,6477.20926908591,producing,84.44,19899.837084697137,53.34581270391824,0.1733941623641087,0.116677633760734,0.060819941818457,0.0903893334469166,3.450737289659059,101.53591043309382,25.760051182421293
100062906118W500,813.6,69.0,Kviking,68.03,,68.03,synthetic,train,54.301584,-116.669268,54.301584,-116.669268,242129.71555564192,8013842.190573104,641287.3610372792,48434424.06452954,111870.58291130493,11675.95171864808,8420.942330431923,6472.78837462133,producing,69.0,4846.0,52.8931,0.2203678911252991,0.1233,-0.0165442596066256,0.0009,4.158775041602597,2705.0049,223.6794
100063007223W500,207.5,34.17,Kpeace_rv,45.69,,45.69,synthetic,train,55.262681,-117.531809,55.262681,-117.531809,242121.8025972054,8004729.214250308,641870.4191003081,48434389.902522504,111763.65574587497,11677.415351637555,8426.024945064972,6473.143185293426,producing,34.17,5772.0,19.9432,0.1033911246337397,0.0138,0.0185405135273095,0.0189,4.774701503575707,2711.271,249.1208
100063008009W500,1096.8,43.9,preCamb,66.76,,66.76,synthetic,train,55.962786,-115.401429,55.962769,-115.401495,131335.65,44662.462,12695.985,340.064,2874.614,4273.926,439.029,2940.627,producing,48.9,13049.0,77.3083,0.3034382080348585,0.2055,0.0558396724769029,0.0807,3.2479,2601.5532,221.2994
100063104713W500,2355.7000000000003,118.33,Dnisku,112.56,,112.56,synthetic,train,53.095328,-115.89587,53.095328,-115.89587,0.0,25521.911,45.287,48404832.02039206,10756.848,0.0,33.336,0.0,producing,118.33,23383.079816038844,16.405,0.0392162838293647,-0.0050550925657608,-0.0507220422610346,-0.0317,4.565566752137262,2.7435,6.0513
100063205214W500,1517.25,106.11,Mshunda,88.71,,88.71,synthetic,train,53.53108,-116.033106,53.53108,-116.033106,241972.29889165674,7838168.970553015,670933.0172866477,48433760.36643304,109723.8709394791,11754.958591137973,8687.112809104048,6477.9281941972185,producing,106.11,22090.8,0.5163,0.0755370068227166,0.0240710680822177,0.028954682486852,0.0490185883911904,4.214569438722377,-76.99229434835149,8.7802
100063206123W500,1455.3000000000004,29.44,Kgething,95.74,,95.74,synthetic,train,54.316579,-117.417978,54.316579,-117.417978,241844.87734727556,7695691.655641182,694036.7039585405,48433222.346272096,107987.17411740533,11816.442007644906,8894.396933177695,6482.18359192348,producing,29.44,36107.9,15.3897,0.2792351441440571,0.2714,0.5252110527606875,0.5849,3.0220961459717346,2.3899,9.0326
100063306117W500,768.7000000000002,33.33,Kmannvl,65.28,,65.28,synthetic,train,54.316674,-116.493975,54.316674,-116.493975,242093.43938758608,7973267.735898614,647826.3013177302,48434270.85936078,111376.19722754786,11693.349131651628,8479.602371420875,6474.003959352102,producing,33.33,8839.1,1.5686,0.1026657539533813,0.0416430907603767,0.044823540348615,0.0651431682089508,3.8887552108630974,-17.958770246083873,8.7047
100063306217W500,1036.9499999999998,65.56,TRmontney,,,,,test,54.404103,-116.493296,54.404103,-116.493296,242057.34898457947,7933038.768343617,654774.2682906849,48434118.82873821,110883.86379732584,11711.880785742855,8542.009366468403,6475.166273605767,producing,75.56,12782.9,112.6036,0.1186411307050559,0.0747,-0.0803304573787227,-0.0539,3.590992777847989,2.8022,9.0994
100063405415W500,698.8999999999999,57.22,Kcard_ss,54.65,,54.65,synthetic,train,53.705661,-116.13146,53.705661,-116.13146,1147.891,108740470.586,378120.149,94730658.735,741279.581,634.642,2125.327,0.011,producing,57.22,6016.978509477483,57.7265,0.1564470423990017,0.1091500489083054,0.0470545330025302,0.078284119332367,3.5470583495532293,-111.46545407003384,6.084
100063504615W400,506.0,44.0,Dduvernay,,,,,test,53.010155,-112.077102,53.010155,-112.077102,242141.34115015817,8026703.584573574,638736.5325867371,48434472.76161972,112029.51411089607,11669.11770409029,8397.9792942067,6472.447212390109,producing,44.0,3596.0,20.9428,0.0164,-0.0002,0.0622546956182595,0.0428,1.818,2638.5652,216.3342
100063506018W500,1103.5,61.67,Kgething,79.18,,79.18,synthetic,train,54.229333,-116.593685,54.229333,-116.593685,381.795,3740045.72,5766.518,9795952.592,77582.792,28.933,286.186,0.102,producing,61.67,16719.8,33.7119,0.0973144442634171,0.0595,0.1232851617360825,0.1489,3.795030992300599,2.4554,8.1634
100063507018W500,488.9500000000001,40.0,Kgething,56.5,,56.5,synthetic,train,55.103738,-116.637009,55.103738,-116.637009,7935.227,9732.722,64038.451,1226.521,1101.818,717.667,7235.169,815.314,producing,40.0,9421.0,31.85459965446252,0.0746114633847747,0.0052,-0.0223743462135935,0.0106,6.6259,2691.874,280.1540291103093
100063605819W500,1317.2999999999995,72.78,Kgething,91.24,,91.24,synthetic,train,54.055629,-116.692226,54.055629,-116.692226,242135.42902016002,8020451.1905441815,640959.7920399825,48434448.81317683,111947.68730908333,11675.153184301922,8418.126947062421,6472.522255238746,producing,72.78,4171.3,1.7235,0.0769428741980533,0.025681511517841,0.0291365740758009,0.0494543703576744,4.201816581069063,-81.32788087344022,8.3547
100063606213W500,1730.6999999999998,87.78,Dswan_hl,,,,,test,54.405009,-115.816993,54.405009,-115.816993,242015.44713298572,7886500.189122788,663381.675481627,48433942.7939056,110311.66672080517,11734.891118243686,8619.410337738538,6476.458270604072,producing,87.78,17326.5,52.771859549061006,0.1778183713745909,0.1191751403196778,0.0630138304475191,0.0930514698970912,3.2730938620632024,-18.855642208526547,9.0577
100063606312W500,358.75,42.78,Kbfs,62.06,,62.06,synthetic,train,54.492316,-115.680408,54.492316,-115.680408,242168.39874275043,8056887.625186645,633603.6246964026,48434586.80869592,112398.54259659043,11655.434590971672,8351.887753332765,6471.567714193964,producing,45.56,634.3,144.9492,0.254572913762832,0.2230560378530582,0.0596469694308627,0.107541739911596,2.8763487648487525,-175.2260610653674,8.0285
100063606625W500,1201.7,62.2,TRmontney,77.12,,77.12,synthetic,train,54.753389,-117.648242,54.753389,-117.648242,242024.68018926523,7896589.412514528,660953.104073801,48433981.114315495,110438.32648394235,11728.350264265384,8597.489850234833,6476.230131781813,producing,62.2,16360.0,40.8224,0.1602265061126805,0.0706,0.0102826247274177,0.0198,4.469896763444175,2671.5181,236.4333
100070104103W500,1781.7999999999995,75.0,Dduvernay,,,,,test,52.501369,-114.296742,52.501429,-114.297022,242034.95213976267,7908328.171692636,659903.9792239763,48434025.20302025,110577.44705843549,11725.642374975263,8588.219040604094,6475.800616380811,producing,67.0,15177.0,72.20496511141847,0.2380641159963872,0.1444,-0.0336097467527015,-0.0201,3.3839,2759.2693,209.3171
100070104810W500,820.9,43.3,Kcard_ss,60.85,,60.85,synthetic,train,53.111814,-115.326505,53.111814,-115.326505,5988.514,825388.516,713.902,137828.603,23159.359,176.744,213.225,7.255,producing,43.3,16621.0,26.6186,0.079,0.0502,0.0132182884834665,0.0312,3.711939803683799,2590.2339,216.2125
100070206217W500,1075.3,72.22,TRmontney,77.82,,77.82,synthetic,train,54.333324,-116.433846,54.333324,-116.433846,242079.51380864938,7957834.660001363,650794.4001457852,48434212.45106257,111185.91787970111,11701.293608896653,8506.30915993129,6474.421907020671,producing,72.22,10342.1,51.74893315982799,0.1262530624763293,0.0691261823977136,-0.0266935925121991,-0.0019,3.695672001391496,2.7054,8.1696
100070404912W500,2732.8500000000004,78.33,Clynx,118.63,,118.63,synthetic,train,53.197031,-115.691398,53.197031,-115.691398,241932.71995734377,7794456.939126301,679855.614892252,48433594.7887972,109182.53633856917,11778.883790041193,8767.47005680137,6479.064326895552,producing,78.33,26330.854178520633,147.6181,0.0526254855029466,0.0465,-0.0351125185759866,-0.007,4.005430237197719,2.7206,9.8198
100070505818W500,1402.4,84.2,Jnordegg,96.86,,96.86,synthetic,train,53.983059,-116.637155,53.983059,-116.637155,242125.73879016837,8009655.5153221395,642843.8050293813,48434408.009433046,111815.47633289901,11680.180033159537,8435.052285436695,6472.832369247112,producing,84.2,5229.0,15.7286,0.1390971403304021,0.0485,0.032690512367772,0.0387,4.69339038410813,2659.0515,243.9843
100070507708W500,-34.40000000000009,30.56,Mpekisko,,,,,test,55.640965,-115.199419,55.640965,-115.199419,242132.48642695145,8016566.676491398,639583.8551635226,48434434.70558648,111909.64993089871,11671.294257854008,8405.44917299504,6472.823532853497,producing,30.56,4619.5,128.2658,0.0052,0.0052,-0.0086946016215008,0.0084,2.5463395916218614,2.7101,7.978
100070606504W500,310.79999999999995,39.44,Mbanff,45.59,,45.59,synthetic,train,54.593265,-114.589434,54.593265,-114.589434,242096.645247634,7976650.193630117,646595.3031666556,48434283.82303393,111420.59551415364,11690.006075220987,8468.44466458942,6473.965970994649,producing,39.44,8528.8,0.5953,0.1470002266758576,0.0687312798059125,0.0722191356519713,0.0924313646444376,3.3420475610860683,90.10885246338069,8.845
100070706116W500,997.75,58.89,Kgething,,,,,test,54.258641,-116.384247,54.258641,-116.384247,501.301,1683044.059,4867.714,3357352.287,19871.563,70.446,396.258,0.298,producing,61.11,5646.8,107.714,0.1301621817621588,0.0898,-0.0252590823681227,0.0036,3.4955831831220108,2.7403,8.313
100070706314W500,1401.2,54.44,Dwintrbrn,84.82,,84.82,synthetic,train,54.435444,-116.103871,54.435444,-116.103871,242090.5263709016,7970289.503396843,649250.9353046439,48434259.34962089,111335.52290069789,11697.232983356374,8492.54038869017,6474.005936565926,producing,55.56,9101.1,52.29879809185515,0.1726489015381581,0.1156554490276143,0.0601417163557685,0.090075135801522,3.333587779005242,-29.009299682641423,9.0839
100070906818W500,687.1,61.2,Kgething,63.61,,63.61,synthetic,train,54.871538,-116.682211,54.871538,-116.682211,242115.05274061847,7997394.324978413,643777.1654507497,48434362.004008435,111670.91842227192,11682.56013184425,8443.251184248911,6473.296004448068,producing,61.2,6470.0,149.3002,0.142888431433205,0.0988,0.14713432508723,0.1509,3.5237543025872533,2.5002,231.6118
100070907618W500,326.0,31.0,PRbelloy,46.39,,46.39,synthetic,train,55.566965,-116.726243,55.566965,-116.726243,242168.59262833092,8057089.962472776,633521.99608,48434587.58641278,112401.23558175573,11655.212559610343,8351.147284795365,6471.566179771223,producing,32.3,616.0,69.60273221931028,0.2879510944105182,0.1973921214751117,0.1293158680236822,0.1531072136492605,3.30437436187447,1739.127572448756,207.9205
100071005813W500,1460.0500000000002,58.89,Dwabamun,79.65,,79.65,synthetic,train,53.996245,-115.841973,53.996245,-115.841973,242073.5473706308,7951333.845538062,652424.4247996828,48434187.74173588,111104.00410877766,11705.688063964379,8521.029191814789,6474.562880853718,producing,58.89,10962.7,109.9256,0.1052512109179331,0.0689,0.0161724371924409,0.0413,3.4012830632849163,2.6386,8.9167
