,GR,NPHI_SS,NPHI_LS,DPHI_SS,DPHI_LS,PEFZ,RHOB,CAL,UWI
444,5.2684,,0.0043,,-0.0053,3.7214,2717.8611,145.4875,100132006502W600
445,52.3,0.1515,0.1096,0.092,0.1353,,2.503,223.2051,100132007121W500
446,21.0786,,0.0728,,-0.063,,2724.4294,223.7426,100132106524W500
447,79.1424,,,,,,,,100132306325W500
448,19.4243,,0.0054,,0.2145,,2336.6987,269.2375,100132405522W500
449,168.3281,,,,,,,9.4979,100132503226W400
450,163.8598,,,,,,,9.0849,100140103123W400
451,125.713,,0.0465,,0.0724,,2585.6721,217.5784,100140206310W500
452,19.2694,,0.1187,,-0.008,3.7268,2743.0469,214.7431,100140206601W600
453,17.1562,,,,,,,8.4078,100140306515W500
454,105.0458,0.172,0.108,,0.1558,,2419.7502,230.0727,100140307021W500
455,153.5291,,0.0479,,0.0793,,2574.4778,227.3431,100141006601W600
456,87.7397,,0.2315,,0.0872,2.9442,2571.2905,212.4889,100141103917W400
457,49.3918,,0.0946,,0.0067,,2701.6035,199.4361,100141405626W400
458,1.4063,,,,,,,9.0089,100141503621W400
459,181.7568,,,,,,,,100141606818W500
460,2.1442,,,,,,,8.6521,100141705519W500
461,152.0855,,,,,,,,100142004127W400
462,19.8006,,0.0808,,-0.0439,,2793.9973,221.2903,100142005315W500
463,15.6808,,0.0606,,0.1092,,2523.2686,222.9248,100142006825W500
464,0.3359,,,,,,,8.2803,100142103711W500
465,27.15,,0.0049,,-0.0076,6.5351,2722.292,222.6484,100142306724W500
466,221.9531,,,,,,,,100142904806W500
467,,,,,,,,8.531,100142906919W500
468,12.65,,,,,,,8.1907,100143206412W500
469,10.9757,,0.0567,,0.0019,,2729.7021,218.258,100150106318W500
470,102.8206,,,,,,,7.8514,100150406512W500
471,0.0,,0.0085,,0.0245,,2.6746,10.6113,100151004919W500
472,30.9644,,0.0641,,-0.0788,,2842.0415,223.6477,100152005416W500
473,12.0458,0.0881,,0.0079,,,2.6276,216.1153,100152507708W500
474,289.0519,,,,,,,,100152806721W500
475,40.9443,0.2081,,-0.0094,0.026,2.885,2656.1453,199.5726,100153208009W500
476,128.4708,0.1287,0.0863,,0.034,3.521,2640.0088,228.1923,100153504402W500
477,165.5464,,0.017,,0.0343,,2.6537,7.6433,100153607812W500
478,97.0863,,0.0643,,0.018,,2712.2322,218.8525,100160106122W500
479,14.3726,,0.0093,,0.044,,2621.0,259.7981,100160206625W500
480,130.5528,,0.2788,,0.1306,,2478.5188,206.7142,100160707808W500
481,6.5564,,,,,,,,100160906212W500
482,11.3679,,0.0058,,0.0177,,2676.8408,213.5847,100160906613W500
483,94.1006,,0.021,,0.0261,4.0343,2665.369,228.0095,100161103025W400
484,39.2438,,,,,,,8.0303,100161108108W500
485,53.0563,,,,,,,7.3687,100161306417W500
486,146.9438,,0.1575,,0.1433,,2464.9182,236.7004,100161406821W500
487,23.5205,,0.0189,,0.0035,4.7185,2703.9929,197.3429,100161506319W500
488,2.5376,,,,,,,,100161603725W400
489,142.8766,,,,,,,8.5927,100161706919W500
490,43.9466,,,,,,,7.7767,100161906819W500
491,5.7504,,,,,,,8.7298,100162005425W400
492,256.9925,,,,,,,9.3201,100162104913W500
493,28.5502,,0.0519,,-0.0074,4.4502,2722.654,224.7539,100162703224W400
494,151.5673,,,,,,,8.5258,100162706309W500
495,30.7564,,0.1351,,0.095,,2.5086,9.3451,100162906116W500
496,10.9569,,0.1698,,0.2355,2.7983,2382.4563,312.8777,100163406326W500
497,193.392,,0.2036,,0.0377,,2646.4404,231.256,100163406826W500
498,50.0051,,0.1019,,-0.0092,3.6305,2719.2722,229.8183,100163602923W400
499,14.8423,,0.0154,,-0.0228,,2734.3018,214.9931,100163606918W500
500,58.3679,,,,,,,9.0438,102052004217W400
501,24.723,,0.0304,,-0.0335,,2767.0171,221.6486,102061003805W500
502,16.4974,,0.1414,,-0.0022,,2715.3811,221.9798,102061504515W400
503,55.4473,,,,,,,,102061504716W500
504,100.3891,0.2592,0.1992,-0.0188,0.0169,3.3908,2691.6699,196.2303,102071804513W400
505,107.229,,,,,,,6.2455,102092304009W500
506,4.0144,,0.1328,,0.0247,,2.6889,8.6105,102101106218W500
507,32.423,,0.0904,,-0.0315,,2.7512,230.33,102101403324W400
508,14.4156,,0.0904,,0.0222,,2.6853,8.7918,102102106218W500
509,17.0266,,0.0268,,,,,169.2193,102112204416W500
510,0.8553,,0.0643,,-0.0289,,2743.6013,215.0543,102142004709W500
511,14.651,,,,0.354,,2.104,14.9786,106141105522W400
